 VARIABLES = X, Y, u, v
I= 71, J= 39
 6.71391989E+01 -7.45154921E+00 -4.70778618E-02  1.31789846E-02
 0.00000000E+00 -6.94190536E+00 -2.30946136E-02  3.88924634E-03
 9.59131400E-01 -6.94190536E+00 -2.45676700E-02  5.59217499E-03
 1.91826280E+00 -6.94190536E+00 -2.26886219E-02  4.05375625E-03
 2.87739420E+00 -6.94190536E+00 -1.61596196E-02  2.66094253E-03
 3.83652560E+00 -6.94190536E+00 -2.07378179E-02  3.81674382E-03
 4.79565700E+00 -6.94190536E+00 -2.41651422E-02  4.18709747E-03
 5.75478840E+00 -6.94190536E+00 -1.87732510E-02  7.08841454E-03
 6.71391990E+00 -6.94190536E+00 -2.38430660E-02  2.35512484E-03
 7.67305130E+00 -6.94190536E+00 -2.13867448E-02 -6.83216956E-03
 8.63218270E+00 -6.94190536E+00 -1.89878670E-02 -9.70335534E-03
 9.59131410E+00 -6.94190536E+00 -1.32057446E-02 -6.76946057E-03
 1.05504455E+01 -6.94190536E+00 -7.06078706E-03 -5.52850785E-04
 1.15095769E+01 -6.94190536E+00 -1.78992048E-02  3.18484230E-03
 1.24687083E+01 -6.94190536E+00 -2.25490516E-02  1.65510616E-02
 1.34278397E+01 -6.94190536E+00 -1.52545186E-02  1.99455157E-02
 1.43869712E+01 -6.94190536E+00 -3.01869433E-02  1.81609377E-02
 1.53461026E+01 -6.94190536E+00 -2.85390183E-02  2.90277719E-02
 1.63052340E+01 -6.94190536E+00  2.64758101E-03  9.96533863E-02
 1.72643654E+01 -6.94190536E+00 -1.84777158E-02  1.49204673E-01
 1.82234968E+01 -6.94190536E+00 -1.22671940E-02  1.33616213E-01
 1.91826282E+01 -6.94190536E+00  7.60615431E-03  4.24043173E-02
 2.01417596E+01 -6.94190536E+00 -5.12362072E-02 -4.14185818E-02
 2.11008911E+01 -6.94190536E+00 -5.01933929E-03 -6.67493667E-02
 2.20600225E+01 -6.94190536E+00 -5.10571643E-03 -7.56266534E-02
 2.30191539E+01 -6.94190536E+00 -1.60633254E-03 -8.60652877E-02
 2.39782853E+01 -6.94190536E+00 -6.70223925E-03 -1.04316287E-01
 2.49374167E+01 -6.94190536E+00  2.45368968E-02 -7.08542889E-02
 2.58965481E+01 -6.94190536E+00  4.24912023E-02 -4.52874617E-02
 2.68556795E+01 -6.94190536E+00  4.39271941E-02 -1.55030866E-02
 2.78148109E+01 -6.94190536E+00  6.72880976E-02 -1.07107719E-02
 2.87739424E+01 -6.94190536E+00  5.27576339E-02 -3.22932202E-03
 2.97330738E+01 -6.94190536E+00  5.79014471E-02  1.54505489E-02
 3.06922052E+01 -6.94190536E+00  6.28561092E-02  2.09084609E-02
 3.16513366E+01 -6.94190536E+00  6.26933329E-02  2.58746733E-02
 3.26104680E+01 -6.94190536E+00  3.89867089E-02  3.20639256E-02
 3.35695994E+01 -6.94190536E+00  1.43255595E-02  1.35236739E-02
 3.45287308E+01 -6.94190536E+00  4.98840899E-03  9.39916722E-03
 3.54878622E+01 -6.94190536E+00  1.00073996E-03  2.03772807E-02
 3.64469937E+01 -6.94190536E+00 -3.11684878E-03  1.26791293E-02
 3.74061251E+01 -6.94190536E+00 -1.09001088E-02  8.95586519E-03
 3.83652565E+01 -6.94190536E+00 -1.53407519E-02  3.02335658E-03
 3.93243879E+01 -6.94190536E+00 -3.38441763E-02  4.17952450E-03
 4.02835193E+01 -6.94190536E+00 -4.74820577E-02 -9.81452804E-03
 4.12426507E+01 -6.94190536E+00 -4.25291838E-02 -2.84322447E-02
 4.22017821E+01 -6.94190536E+00 -7.53897130E-02 -3.60729877E-02
 4.31609136E+01 -6.94190536E+00 -1.37788001E-01 -2.95831454E-02
 4.41200450E+01 -6.94190536E+00 -1.23917356E-01  7.38676174E-03
 4.50791764E+01 -6.94190536E+00 -8.32147731E-02  3.64499634E-02
 4.60383078E+01 -6.94190536E+00 -1.20073038E-01  9.17457212E-02
 4.69974392E+01 -6.94190536E+00 -1.25651682E-01  1.73139424E-01
 4.79565706E+01 -6.94190536E+00 -1.40039178E-01  2.43427399E-01
 4.89157020E+01 -6.94190536E+00 -8.74134622E-02  2.48252202E-01
 4.98748334E+01 -6.94190536E+00 -2.89080965E-02  8.79308174E-03
 5.08339649E+01 -6.94190536E+00  8.54177752E-02 -1.72284379E-01
 5.17930963E+01 -6.94190536E+00 -6.45201524E-02 -4.17416828E-02
 5.27522277E+01 -6.94190536E+00 -6.63669786E-02  1.21821961E-02
 5.37113591E+01 -6.94190536E+00 -3.22339305E-02  7.38602975E-02
 5.46704905E+01 -6.94190536E+00 -4.86189914E-02 -7.87187488E-04
 5.56296219E+01 -6.94190536E+00 -7.16152767E-02  2.95857656E-02
 5.65887533E+01 -6.94190536E+00 -5.23862142E-02  9.33054256E-02
 5.75478848E+01 -6.94190536E+00 -7.22609534E-02  1.48915000E-01
 5.85070162E+01 -6.94190536E+00 -1.40841599E-01  1.27804419E-01
 5.94661476E+01 -6.94190536E+00 -8.41200472E-02  1.05438011E-01
 6.04252790E+01 -6.94190536E+00 -1.47405033E-01  9.76343738E-02
 6.13844104E+01 -6.94190536E+00 -1.46012516E-01  7.01553809E-02
 6.23435418E+01 -6.94190536E+00 -1.51259685E-01  8.95179452E-02
 6.33026732E+01 -6.94190536E+00  4.46703968E-02 -4.94930985E-02
 6.42618046E+01 -6.94190536E+00  7.49240327E-02  5.44326181E-02
 6.52209361E+01 -6.94190536E+00  6.69557276E-02  7.20629189E-02
 6.61800675E+01 -6.94190536E+00  6.54755378E-02  6.88536950E-02
 6.71391989E+01 -6.94190536E+00  8.70585943E-02  4.05299729E-02
 0.00000000E+00 -6.43226151E+00 -3.13818090E-03  3.58371990E-03
 9.59131400E-01 -6.43226151E+00  1.09680385E-02  5.32499034E-03
 1.91826280E+00 -6.43226151E+00  2.47036649E-02  2.14709458E-03
 2.87739420E+00 -6.43226151E+00  1.35531857E-02 -2.74169785E-04
 3.83652560E+00 -6.43226151E+00  8.36149810E-03  4.03192829E-03
 4.79565700E+00 -6.43226151E+00  1.17942783E-02  4.10206443E-03
 5.75478840E+00 -6.43226151E+00  4.34755819E-03  5.88751583E-03
 6.71391990E+00 -6.43226151E+00  5.18376728E-03  5.80509420E-03
 7.67305130E+00 -6.43226151E+00  1.48759293E-02 -7.53992592E-03
 8.63218270E+00 -6.43226151E+00  4.89774169E-04 -7.10852176E-03
 9.59131410E+00 -6.43226151E+00  5.48900201E-03 -2.15470203E-03
 1.05504455E+01 -6.43226151E+00  1.44711609E-02  8.44010562E-03
 1.15095769E+01 -6.43226151E+00  1.29284623E-02  2.14170193E-02
 1.24687083E+01 -6.43226151E+00  1.15868535E-03  2.59791267E-02
 1.34278397E+01 -6.43226151E+00  1.38529741E-02  2.07547018E-02
 1.43869712E+01 -6.43226151E+00  4.55112694E-03  7.10618652E-03
 1.53461026E+01 -6.43226151E+00  1.53222194E-02  1.69168847E-02
 1.63052340E+01 -6.43226151E+00  5.13134319E-02  1.20662019E-01
 1.72643654E+01 -6.43226151E+00  4.75983987E-02  1.51486629E-01
 1.82234968E+01 -6.43226151E+00  1.63990811E-01  9.29821968E-02
 1.91826282E+01 -6.43226151E+00  2.31466279E-01 -2.95109178E-02
 2.01417596E+01 -6.43226151E+00  2.09567367E-01 -1.34689635E-01
 2.11008911E+01 -6.43226151E+00  1.32675250E-01 -1.09133597E-01
 2.20600225E+01 -6.43226151E+00  1.56131545E-01 -1.20621695E-01
 2.30191539E+01 -6.43226151E+00  1.53026319E-01 -1.35169463E-01
 2.39782853E+01 -6.43226151E+00  1.31026580E-01 -1.35453853E-01
 2.49374167E+01 -6.43226151E+00  1.04987087E-01 -1.10162791E-01
 2.58965481E+01 -6.43226151E+00  9.89548364E-02 -5.76821653E-02
 2.68556795E+01 -6.43226151E+00  1.11278291E-01 -2.87702626E-02
 2.78148109E+01 -6.43226151E+00  1.46481728E-01  2.18025813E-03
 2.87739424E+01 -6.43226151E+00  1.43342617E-01  1.63759506E-02
 2.97330738E+01 -6.43226151E+00  1.59178547E-01  1.52797034E-02
 3.06922052E+01 -6.43226151E+00  1.08879063E-01  2.44323829E-02
 3.16513366E+01 -6.43226151E+00  9.84435923E-02  3.20402525E-02
 3.26104680E+01 -6.43226151E+00  6.82630428E-02  4.31572601E-02
 3.35695994E+01 -6.43226151E+00  7.15467470E-02  4.07736564E-02
 3.45287308E+01 -6.43226151E+00  8.80053499E-02  3.55810757E-02
 3.54878622E+01 -6.43226151E+00  6.28118065E-02  2.33856253E-02
 3.64469937E+01 -6.43226151E+00  4.11270996E-02  9.33832304E-03
 3.74061251E+01 -6.43226151E+00  4.67749668E-02  5.27787903E-03
 3.83652565E+01 -6.43226151E+00  3.55211921E-02  4.37993831E-03
 3.93243879E+01 -6.43226151E+00  3.06336507E-02 -1.32003907E-02
 4.02835193E+01 -6.43226151E+00  6.38018632E-02 -5.89012439E-03
 4.12426507E+01 -6.43226151E+00  4.50752285E-02 -2.39348631E-03
 4.22017821E+01 -6.43226151E+00  2.86633999E-02 -3.23795098E-02
 4.31609136E+01 -6.43226151E+00 -3.68073558E-02 -4.91459174E-02
 4.41200450E+01 -6.43226151E+00 -9.49711284E-02 -1.59615280E-02
 4.50791764E+01 -6.43226151E+00 -1.19732098E-01  4.48271893E-02
 4.60383078E+01 -6.43226151E+00 -9.33662439E-02  1.00992678E-01
 4.69974392E+01 -6.43226151E+00 -1.12000768E-01  1.81635216E-01
 4.79565706E+01 -6.43226151E+00 -1.74470001E-02  2.24677640E-01
 4.89157020E+01 -6.43226151E+00  4.79732080E-02  2.41752393E-01
 4.98748334E+01 -6.43226151E+00  2.03116824E-01 -3.99034665E-03
 5.08339649E+01 -6.43226151E+00  1.39573111E-01 -1.33130857E-01
 5.17930963E+01 -6.43226151E+00 -1.50387436E-02 -9.80848516E-02
 5.27522277E+01 -6.43226151E+00  1.33039060E-02 -4.41873025E-02
 5.37113591E+01 -6.43226151E+00  2.22714609E-02  6.15593290E-02
 5.46704905E+01 -6.43226151E+00  2.26444313E-02  2.68531860E-03
 5.56296219E+01 -6.43226151E+00 -3.28374464E-02  1.15858928E-01
 5.65887533E+01 -6.43226151E+00 -4.28491962E-02  1.27726141E-01
 5.75478848E+01 -6.43226151E+00 -5.07319195E-02  2.18517491E-01
 5.85070162E+01 -6.43226151E+00 -3.01512310E-02  2.07035164E-01
 5.94661476E+01 -6.43226151E+00  2.12835691E-02  5.32877828E-02
 6.04252790E+01 -6.43226151E+00 -2.61744060E-02  2.19918873E-02
 6.13844104E+01 -6.43226151E+00 -3.47473828E-02  7.79991329E-02
 6.23435418E+01 -6.43226151E+00  1.09789961E-02  2.30443657E-02
 6.33026732E+01 -6.43226151E+00  9.31854073E-02 -5.36168197E-02
 6.42618046E+01 -6.43226151E+00  1.52157554E-01 -8.05064421E-02
 6.52209361E+01 -6.43226151E+00  2.23914937E-01  2.50773151E-03
 6.61800675E+01 -6.43226151E+00  1.94825197E-01 -8.79011855E-03
 6.71391989E+01 -6.43226151E+00  1.82543760E-01  4.70562247E-02
 0.00000000E+00 -5.92261765E+00  4.95630167E-02  2.74425414E-03
 9.59131400E-01 -5.92261765E+00  8.14035995E-02  4.43968847E-03
 1.91826280E+00 -5.92261765E+00  1.16176367E-01  7.01939797E-03
 2.87739420E+00 -5.92261765E+00  7.79336572E-02  7.95455915E-04
 3.83652560E+00 -5.92261765E+00  9.56436199E-02  5.06743345E-03
 4.79565700E+00 -5.92261765E+00  1.20275208E-01  4.20937022E-03
 5.75478840E+00 -5.92261765E+00  9.75131554E-02  3.26443665E-03
 6.71391990E+00 -5.92261765E+00  6.92765786E-02  7.93418906E-03
 7.67305130E+00 -5.92261765E+00  7.14741227E-02  5.28770230E-03
 8.63218270E+00 -5.92261765E+00  8.53694540E-02 -1.70946008E-02
 9.59131410E+00 -5.92261765E+00  7.41659764E-02 -4.73606901E-03
 1.05504455E+01 -5.92261765E+00  5.01808443E-02  2.40496337E-02
 1.15095769E+01 -5.92261765E+00  1.01700831E-01  3.60137173E-02
 1.24687083E+01 -5.92261765E+00  8.35254823E-02  4.15698804E-02
 1.34278397E+01 -5.92261765E+00  8.48343671E-02  2.22896446E-02
 1.43869712E+01 -5.92261765E+00  6.81079906E-02  2.86148955E-04
 1.53461026E+01 -5.92261765E+00  1.03636631E-01 -3.86119605E-03
 1.63052340E+01 -5.92261765E+00  1.89552665E-01  5.66416989E-02
 1.72643654E+01 -5.92261765E+00  2.64471384E-01  1.32879538E-01
 1.82234968E+01 -5.92261765E+00  3.32421604E-01  8.37666795E-02
 1.91826282E+01 -5.92261765E+00  3.93733243E-01 -8.21905407E-02
 2.01417596E+01 -5.92261765E+00  4.50724368E-01 -1.64924064E-01
 2.11008911E+01 -5.92261765E+00  5.35550667E-01 -1.94541573E-01
 2.20600225E+01 -5.92261765E+00  4.22270726E-01 -1.67714130E-01
 2.30191539E+01 -5.92261765E+00  3.37372870E-01 -1.10325160E-01
 2.39782853E+01 -5.92261765E+00  2.66449108E-01 -1.23614286E-01
 2.49374167E+01 -5.92261765E+00  2.53447478E-01 -9.67134145E-02
 2.58965481E+01 -5.92261765E+00  2.18804257E-01 -6.15645154E-02
 2.68556795E+01 -5.92261765E+00  2.18383110E-01 -3.92897831E-02
 2.78148109E+01 -5.92261765E+00  1.83646958E-01 -1.06746880E-02
 2.87739424E+01 -5.92261765E+00  1.98230482E-01 -2.77665812E-04
 2.97330738E+01 -5.92261765E+00  1.68802583E-01  3.26014250E-02
 3.06922052E+01 -5.92261765E+00  2.15684311E-01  3.15705043E-02
 3.16513366E+01 -5.92261765E+00  1.56253249E-01  2.95195214E-02
 3.26104680E+01 -5.92261765E+00  1.93511063E-01  2.68386822E-02
 3.35695994E+01 -5.92261765E+00  1.85202755E-01  2.49684820E-02
 3.45287308E+01 -5.92261765E+00  1.92185331E-01  2.74262660E-02
 3.54878622E+01 -5.92261765E+00  1.88735352E-01  2.78388925E-02
 3.64469937E+01 -5.92261765E+00  1.76850236E-01  8.46413413E-03
 3.74061251E+01 -5.92261765E+00  1.80756743E-01  2.95147498E-03
 3.83652565E+01 -5.92261765E+00  2.09555820E-01  7.85430637E-03
 3.93243879E+01 -5.92261765E+00  2.25479969E-01  1.59040369E-03
 4.02835193E+01 -5.92261765E+00  2.15783280E-01 -2.39790120E-02
 4.12426507E+01 -5.92261765E+00  2.01174101E-01 -1.77258184E-02
 4.22017821E+01 -5.92261765E+00  1.87361356E-01 -1.05547843E-02
 4.31609136E+01 -5.92261765E+00  1.29098784E-01 -3.73531104E-02
 4.41200450E+01 -5.92261765E+00 -1.17013140E-02  4.49448321E-03
 4.50791764E+01 -5.92261765E+00 -4.42547354E-02  2.85353457E-02
 4.60383078E+01 -5.92261765E+00 -3.75111705E-02  8.18686959E-02
 4.69974392E+01 -5.92261765E+00 -3.14696238E-02  1.55916458E-01
 4.79565706E+01 -5.92261765E+00  4.29522222E-02  2.26855914E-01
 4.89157020E+01 -5.92261765E+00  1.92119947E-01  1.97689245E-01
 4.98748334E+01 -5.92261765E+00  2.25007239E-01  9.96301489E-02
 5.08339649E+01 -5.92261765E+00  2.60274393E-01 -7.00330586E-02
 5.17930963E+01 -5.92261765E+00  1.28789644E-01 -1.14599353E-01
 5.27522277E+01 -5.92261765E+00  7.75747388E-02 -6.21490645E-02
 5.37113591E+01 -5.92261765E+00  1.50126639E-01  7.63637694E-03
 5.46704905E+01 -5.92261765E+00  1.38598789E-01 -7.84890392E-03
 5.56296219E+01 -5.92261765E+00  3.80510138E-02  1.64387751E-01
 5.65887533E+01 -5.92261765E+00  1.20888206E-02  1.95259898E-01
 5.75478848E+01 -5.92261765E+00  7.97274223E-03  2.01955455E-01
 5.85070162E+01 -5.92261765E+00  4.74118043E-02  1.70650624E-01
 5.94661476E+01 -5.92261765E+00  2.07518037E-01 -5.58354477E-02
 6.04252790E+01 -5.92261765E+00  7.43429375E-02 -6.89205285E-02
 6.13844104E+01 -5.92261765E+00  7.98349678E-02 -1.00731980E-01
 6.23435418E+01 -5.92261765E+00  1.79317128E-01 -1.01955465E-01
 6.33026732E+01 -5.92261765E+00  2.60709389E-01 -1.09801714E-01
 6.42618046E+01 -5.92261765E+00  3.37816739E-01 -1.01448282E-01
 6.52209361E+01 -5.92261765E+00  3.85714995E-01 -3.36235164E-02
 6.61800675E+01 -5.92261765E+00  3.16184425E-01  1.21770946E-03
 6.71391989E+01 -5.92261765E+00  2.64230215E-01  3.84634691E-02
 0.00000000E+00 -5.41297380E+00  2.39207307E-01  4.35125343E-03
 9.59131400E-01 -5.41297380E+00  2.13875145E-01  3.66711901E-03
 1.91826280E+00 -5.41297380E+00  2.51389099E-01  3.04581686E-03
 2.87739420E+00 -5.41297380E+00  2.50380906E-01  1.25044968E-02
 3.83652560E+00 -5.41297380E+00  2.73574298E-01 -2.49276488E-04
 4.79565700E+00 -5.41297380E+00  2.94521735E-01  4.00265450E-03
 5.75478840E+00 -5.41297380E+00  3.25881691E-01  2.93007638E-03
 6.71391990E+00 -5.41297380E+00  3.14606034E-01  6.04042601E-03
 7.67305130E+00 -5.41297380E+00  4.03824801E-01  1.57502214E-03
 8.63218270E+00 -5.41297380E+00  3.42859178E-01 -1.03121658E-02
 9.59131410E+00 -5.41297380E+00  2.76769397E-01 -1.79111787E-02
 1.05504455E+01 -5.41297380E+00  2.53862811E-01  9.03439300E-03
 1.15095769E+01 -5.41297380E+00  2.58293755E-01  2.61679766E-02
 1.24687083E+01 -5.41297380E+00  2.23016423E-01  3.51401002E-02
 1.34278397E+01 -5.41297380E+00  2.53007833E-01  1.30738460E-02
 1.43869712E+01 -5.41297380E+00  2.25184434E-01 -5.51455702E-03
 1.53461026E+01 -5.41297380E+00  2.84903332E-01 -7.68517265E-03
 1.63052340E+01 -5.41297380E+00  3.20207028E-01  2.59188404E-02
 1.72643654E+01 -5.41297380E+00  4.26926349E-01  4.05785932E-02
 1.82234968E+01 -5.41297380E+00  5.31391444E-01 -1.33591756E-02
 1.91826282E+01 -5.41297380E+00  6.00899857E-01 -1.10748731E-01
 2.01417596E+01 -5.41297380E+00  5.88367665E-01 -2.04204958E-01
 2.11008911E+01 -5.41297380E+00  5.77653367E-01 -2.04626260E-01
 2.20600225E+01 -5.41297380E+00  5.31628537E-01 -1.53260262E-01
 2.30191539E+01 -5.41297380E+00  5.08690524E-01 -7.53955308E-02
 2.39782853E+01 -5.41297380E+00  4.40455511E-01 -6.47181629E-02
 2.49374167E+01 -5.41297380E+00  4.36558323E-01 -3.47538359E-02
 2.58965481E+01 -5.41297380E+00  3.83401322E-01 -2.86205219E-02
 2.68556795E+01 -5.41297380E+00  3.27438472E-01 -3.76393948E-02
 2.78148109E+01 -5.41297380E+00  2.95993076E-01 -2.21555565E-02
 2.87739424E+01 -5.41297380E+00  2.86177145E-01 -7.88654033E-04
 2.97330738E+01 -5.41297380E+00  2.92047055E-01  3.93375734E-02
 3.06922052E+01 -5.41297380E+00  3.08289942E-01  5.60038529E-02
 3.16513366E+01 -5.41297380E+00  3.12635172E-01  4.71290369E-02
 3.26104680E+01 -5.41297380E+00  3.38981027E-01  5.91962064E-02
 3.35695994E+01 -5.41297380E+00  3.40676302E-01  5.29018271E-02
 3.45287308E+01 -5.41297380E+00  3.64128192E-01  3.93812549E-02
 3.54878622E+01 -5.41297380E+00  3.61280838E-01  2.20411937E-02
 3.64469937E+01 -5.41297380E+00  3.61894333E-01  1.12299439E-02
 3.74061251E+01 -5.41297380E+00  3.71922306E-01 -3.98172085E-03
 3.83652565E+01 -5.41297380E+00  3.95073820E-01 -1.35662813E-02
 3.93243879E+01 -5.41297380E+00  3.58082027E-01 -2.21261266E-02
 4.02835193E+01 -5.41297380E+00  3.64277478E-01 -2.77349148E-02
 4.12426507E+01 -5.41297380E+00  3.90287254E-01 -2.64918902E-02
 4.22017821E+01 -5.41297380E+00  3.97177807E-01 -2.97318399E-02
 4.31609136E+01 -5.41297380E+00  3.17824203E-01 -2.30831088E-02
 4.41200450E+01 -5.41297380E+00  2.87139465E-01  1.70520486E-02
 4.50791764E+01 -5.41297380E+00  1.20677853E-01  3.48999165E-03
 4.60383078E+01 -5.41297380E+00  5.67769323E-02  4.81479671E-02
 4.69974392E+01 -5.41297380E+00  4.42550677E-02  1.53163989E-01
 4.79565706E+01 -5.41297380E+00  2.08908441E-02  2.24371059E-01
 4.89157020E+01 -5.41297380E+00  2.61616758E-01  2.21279446E-01
 4.98748334E+01 -5.41297380E+00  3.41590763E-01  7.39782583E-02
 5.08339649E+01 -5.41297380E+00  2.64163740E-01 -4.90167976E-02
 5.17930963E+01 -5.41297380E+00  3.25056544E-01 -1.29303023E-01
 5.27522277E+01 -5.41297380E+00  3.74654997E-01 -3.15907685E-02
 5.37113591E+01 -5.41297380E+00  2.92750670E-01  3.15907646E-02
 5.46704905E+01 -5.41297380E+00  1.84233638E-01  1.43273191E-02
 5.56296219E+01 -5.41297380E+00  2.04208544E-01  9.55523725E-02
 5.65887533E+01 -5.41297380E+00  1.39209169E-01  1.81117886E-01
 5.75478848E+01 -5.41297380E+00  2.30481116E-01  1.90751890E-01
 5.85070162E+01 -5.41297380E+00  3.41670767E-01  7.23312285E-02
 5.94661476E+01 -5.41297380E+00  3.27166549E-01 -1.56796218E-01
 6.04252790E+01 -5.41297380E+00  4.46009074E-01 -1.91137683E-01
 6.13844104E+01 -5.41297380E+00  4.65744360E-01 -1.78497912E-01
 6.23435418E+01 -5.41297380E+00  4.97843968E-01 -2.29975114E-01
 6.33026732E+01 -5.41297380E+00  4.61546791E-01 -2.03546045E-01
 6.42618046E+01 -5.41297380E+00  4.55428518E-01 -1.21030683E-01
 6.52209361E+01 -5.41297380E+00  5.21680532E-01 -6.24275063E-02
 6.61800675E+01 -5.41297380E+00  4.39154159E-01  1.09921812E-02
 6.71391989E+01 -5.41297380E+00  3.80407633E-01  6.22675626E-02
 0.00000000E+00 -4.90332995E+00  5.33771426E-01 -1.97718137E-03
 9.59131400E-01 -4.90332995E+00  5.40409681E-01  1.35088492E-03
 1.91826280E+00 -4.90332995E+00  5.46450079E-01  1.09400266E-03
 2.87739420E+00 -4.90332995E+00  5.48775612E-01  5.56696303E-03
 3.83652560E+00 -4.90332995E+00  5.61030964E-01  9.31088519E-04
 4.79565700E+00 -4.90332995E+00  5.62506229E-01 -2.97432171E-03
 5.75478840E+00 -4.90332995E+00  5.78543826E-01  4.51449597E-04
 6.71391990E+00 -4.90332995E+00  5.76976613E-01 -5.61813879E-03
 7.67305130E+00 -4.90332995E+00  5.61727731E-01 -4.11609212E-03
 8.63218270E+00 -4.90332995E+00  5.56548648E-01 -9.08236354E-03
 9.59131410E+00 -4.90332995E+00  5.55001081E-01 -1.54823782E-02
 1.05504455E+01 -4.90332995E+00  6.02669376E-01 -1.00204081E-02
 1.15095769E+01 -4.90332995E+00  6.36687717E-01  1.88079215E-02
 1.24687083E+01 -4.90332995E+00  6.39184982E-01  2.75174123E-02
 1.34278397E+01 -4.90332995E+00  6.24968457E-01 -4.96333523E-03
 1.43869712E+01 -4.90332995E+00  6.26754399E-01 -2.93437862E-02
 1.53461026E+01 -4.90332995E+00  6.48929483E-01 -8.66855957E-03
 1.63052340E+01 -4.90332995E+00  6.57687840E-01 -1.14498455E-02
 1.72643654E+01 -4.90332995E+00  6.28448869E-01  1.23330686E-02
 1.82234968E+01 -4.90332995E+00  7.13570293E-01  3.92801987E-03
 1.91826282E+01 -4.90332995E+00  7.69487410E-01 -8.34008815E-02
 2.01417596E+01 -4.90332995E+00  7.17760444E-01 -1.57869041E-01
 2.11008911E+01 -4.90332995E+00  6.72225702E-01 -1.83911817E-01
 2.20600225E+01 -4.90332995E+00  6.76988110E-01 -1.15857468E-01
 2.30191539E+01 -4.90332995E+00  6.69840017E-01 -8.02522604E-02
 2.39782853E+01 -4.90332995E+00  6.05728816E-01 -6.40616161E-02
 2.49374167E+01 -4.90332995E+00  6.15493050E-01 -1.25685046E-02
 2.58965481E+01 -4.90332995E+00  5.64422742E-01 -2.82517224E-02
 2.68556795E+01 -4.90332995E+00  5.04562236E-01 -1.51179661E-02
 2.78148109E+01 -4.90332995E+00  4.55986454E-01 -4.85850866E-03
 2.87739424E+01 -4.90332995E+00  4.54567111E-01  1.44559157E-02
 2.97330738E+01 -4.90332995E+00  4.16593480E-01  4.15920507E-02
 3.06922052E+01 -4.90332995E+00  4.70660738E-01  5.33282907E-02
 3.16513366E+01 -4.90332995E+00  4.75396855E-01  6.39192845E-02
 3.26104680E+01 -4.90332995E+00  4.99790555E-01  6.53251316E-02
 3.35695994E+01 -4.90332995E+00  5.36814646E-01  4.93286046E-02
 3.45287308E+01 -4.90332995E+00  5.65183103E-01  4.50333137E-02
 3.54878622E+01 -4.90332995E+00  5.86628939E-01  1.59204353E-02
 3.64469937E+01 -4.90332995E+00  6.04852624E-01  5.67139365E-03
 3.74061251E+01 -4.90332995E+00  6.76961901E-01 -2.77583144E-03
 3.83652565E+01 -4.90332995E+00  6.58137904E-01 -8.78897670E-03
 3.93243879E+01 -4.90332995E+00  5.97327935E-01 -6.76147508E-03
 4.02835193E+01 -4.90332995E+00  6.08509167E-01 -1.61134399E-02
 4.12426507E+01 -4.90332995E+00  6.12781449E-01 -1.56308157E-02
 4.22017821E+01 -4.90332995E+00  6.09963401E-01 -1.23401960E-02
 4.31609136E+01 -4.90332995E+00  6.27309080E-01 -1.53664924E-02
 4.41200450E+01 -4.90332995E+00  4.91697156E-01 -1.19126019E-02
 4.50791764E+01 -4.90332995E+00  4.71310758E-01 -1.49653269E-02
 4.60383078E+01 -4.90332995E+00  3.22857802E-01  1.53494800E-02
 4.69974392E+01 -4.90332995E+00  2.20983846E-01  9.86684889E-02
 4.79565706E+01 -4.90332995E+00  3.33061799E-01  7.24958225E-02
 4.89157020E+01 -4.90332995E+00  4.82571432E-01  2.04344043E-02
 4.98748334E+01 -4.90332995E+00  4.97736642E-01  4.56791624E-02
 5.08339649E+01 -4.90332995E+00  5.79841976E-01 -1.90041305E-02
 5.17930963E+01 -4.90332995E+00  4.58269314E-01 -1.00889795E-01
 5.27522277E+01 -4.90332995E+00  5.17585682E-01 -2.44369812E-02
 5.37113591E+01 -4.90332995E+00  4.27658220E-01 -1.15004819E-02
 5.46704905E+01 -4.90332995E+00  3.38132415E-01  1.42478013E-02
 5.56296219E+01 -4.90332995E+00  3.07155555E-01  4.81422823E-02
 5.65887533E+01 -4.90332995E+00  2.96702886E-01  1.75519920E-01
 5.75478848E+01 -4.90332995E+00  4.17407583E-01  1.14694156E-01
 5.85070162E+01 -4.90332995E+00  5.30137631E-01  1.32533409E-02
 5.94661476E+01 -4.90332995E+00  6.08054003E-01 -1.52895668E-01
 6.04252790E+01 -4.90332995E+00  8.01855464E-01 -2.12059958E-01
 6.13844104E+01 -4.90332995E+00  7.86460853E-01 -1.51421718E-01
 6.23435418E+01 -4.90332995E+00  7.41384913E-01 -1.39338837E-01
 6.33026732E+01 -4.90332995E+00  8.32697119E-01 -2.50298665E-01
 6.42618046E+01 -4.90332995E+00  6.90559810E-01 -1.65847775E-01
 6.52209361E+01 -4.90332995E+00  5.98315986E-01 -9.35908050E-02
 6.61800675E+01 -4.90332995E+00  6.05475066E-01 -2.68078806E-03
 6.71391989E+01 -4.90332995E+00  5.69233348E-01 -1.45840049E-02
 0.00000000E+00 -4.39368609E+00  9.06883654E-01  2.48464745E-05
 9.59131400E-01 -4.39368609E+00  9.19929014E-01 -3.02154918E-03
 1.91826280E+00 -4.39368609E+00  8.93158492E-01 -1.70439507E-03
 2.87739420E+00 -4.39368609E+00  8.81054280E-01  2.54752194E-03
 3.83652560E+00 -4.39368609E+00  9.03812062E-01 -2.77773096E-04
